Date,Close,Open,High,Low,Vol.,Change %
"Jan 07, 2017",908.8,898.5,911.0,816.1,40.60K,1.21%
"Jan 08, 2017",915.9,908.8,942.5,890.0,30.75K,0.78%
"Jan 09, 2017",903.0,915.9,916.1,876.3,16.59K,-1.41%
"Jan 10, 2017",905.8,903.0,917.9,895.5,12.14K,0.31%
"Jan 11, 2017",778.6,905.8,922.6,760.0,62.87K,-14.04%
"Jan 12, 2017",804.6,779.5,831.2,738.7,35.91K,3.34%
"Jan 13, 2017",828.1,804.6,832.3,776.0,25.88K,2.93%
"Jan 14, 2017",815.3,828.1,838.5,800.7,12.53K,-1.55%
"Jan 15, 2017",820.7,815.3,823.0,805.1,5.39K,0.67%
"Jan 16, 2017",830.1,820.7,837.9,814.8,7.65K,1.14%
"Jan 17, 2017",904.0,830.1,910.8,828.0,27.34K,8.90%
"Jan 18, 2017",887.8,904.0,913.8,847.3,21.30K,-1.80%
"Jan 19, 2017",900.3,887.6,908.2,884.6,15.08K,1.41%
"Jan 20, 2017",896.0,900.3,904.5,883.3,9.49K,-0.48%
"Jan 21, 2017",924.0,895.7,931.0,893.9,12.17K,3.13%
"Jan 22, 2017",923.7,924.0,939.7,892.0,21.84K,-0.03%
"Jan 23, 2017",910.0,923.7,928.8,910.0,9.63K,-1.48%
"Jan 24, 2017",886.1,908.4,927.0,884.2,20.73K,-2.63%
"Jan 25, 2017",893.3,886.1,899.6,884.2,10.48K,0.82%
"Jan 26, 2017",915.1,893.3,917.6,893.3,9.82K,2.44%
"Jan 27, 2017",916.7,915.1,922.2,905.0,10.14K,0.17%
"Jan 28, 2017",919.4,916.7,924.0,915.0,3.61K,0.30%
"Jan 29, 2017",912.6,919.4,923.0,910.7,2.70K,-0.75%
"Jan 30, 2017",917.4,912.5,920.8,910.0,3.45K,0.53%
"Jan 31, 2017",966.2,917.4,969.4,916.8,19.65K,5.32%
"Feb 01, 2017",983.7,966.2,985.0,960.1,11.35K,1.82%
"Feb 02, 2017",1005.7,983.7,1010.5,970.1,17.79K,2.23%
"Feb 03, 2017",1015.7,1007.0,1020.5,988.3,18.97K,0.99%
"Feb 04, 2017",1031.1,1016.8,1040.0,1001.6,17.19K,1.52%
"Feb 05, 2017",1006.6,1031.1,1033.0,996.3,16.19K,-2.38%
"Feb 06, 2017",1022.6,1006.6,1026.2,1006.0,8.90K,1.59%
"Feb 07, 2017",1052.1,1022.6,1056.3,1021.7,15.19K,2.88%
"Feb 08, 2017",1048.8,1052.5,1068.0,1013.2,23.09K,-0.31%
"Feb 09, 2017",985.0,1049.0,1078.0,936.4,59.96K,-6.09%
"Feb 10, 2017",992.0,985.0,1002.0,949.4,24.48K,0.71%
"Feb 11, 2017",1000.3,992.1,1009.0,984.2,9.32K,0.84%
"Feb 12, 2017",996.0,1000.1,1005.4,992.3,4.33K,-0.43%
"Feb 13, 2017",996.5,996.0,1004.5,975.9,9.05K,0.05%
"Feb 14, 2017",1013.7,996.5,1019.0,988.9,12.20K,1.73%
"Feb 15, 2017",1013.8,1013.3,1017.3,1002.4,5.61K,0.01%
"Feb 16, 2017",1038.4,1013.9,1045.7,1013.9,11.26K,2.43%
"Feb 17, 2017",1056.2,1038.5,1065.8,1034.1,16.17K,1.71%
"Feb 18, 2017",1059.8,1056.2,1071.1,1053.1,7.15K,0.34%
"Feb 19, 2017",1056.2,1059.8,1066.0,1045.0,6.44K,-0.34%
"Feb 20, 2017",1091.2,1056.2,1100.3,1044.1,13.29K,3.31%
"Feb 21, 2017",1129.6,1091.3,1134.0,1085.0,24.50K,3.52%
"Feb 22, 2017",1125.3,1129.6,1140.0,1106.4,14.33K,-0.38%
"Feb 23, 2017",1190.9,1125.5,1196.9,1120.4,26.12K,5.83%
"Feb 24, 2017",1185.1,1189.9,1222.2,1111.1,48.21K,-0.49%
"Feb 25, 2017",1153.0,1185.4,1189.9,1131.5,16.29K,-2.71%
"Feb 26, 2017",1178.3,1153.0,1185.9,1130.9,11.08K,2.19%
"Feb 27, 2017",1195.5,1178.3,1202.6,1171.0,11.76K,1.46%
"Feb 28, 2017",1189.1,1196.0,1216.0,1177.8,17.47K,-0.54%
"Mar 01, 2017",1232.8,1189.1,1233.5,1186.0,22.49K,3.68%
"Mar 02, 2017",1262.3,1232.9,1283.1,1213.0,30.55K,2.39%
"Mar 03, 2017",1288.2,1257.6,1294.7,1256.6,22.29K,2.05%
"Mar 04, 2017",1267.8,1289.1,1291.8,1240.1,15.55K,-1.58%
"Mar 05, 2017",1278.4,1267.8,1279.8,1245.3,9.32K,0.84%
"Mar 06, 2017",1279.3,1278.4,1287.8,1268.6,9.60K,0.07%
"Mar 07, 2017",1232.4,1279.2,1281.8,1185.9,42.01K,-3.67%
"Mar 08, 2017",1149.3,1232.4,1243.6,1142.2,46.82K,-6.74%
"Mar 09, 2017",1190.4,1150.0,1207.5,1136.0,24.15K,3.58%
"Mar 10, 2017",1113.6,1190.4,1328.8,971.0,104.89K,-6.45%
"Mar 11, 2017",1172.8,1113.5,1196.1,1107.0,31.26K,5.32%
"Mar 12, 2017",1225.2,1172.4,1232.6,1167.5,18.97K,4.47%
"Mar 13, 2017",1238.5,1224.4,1246.9,1207.5,23.07K,1.09%
"Mar 14, 2017",1245.0,1238.5,1257.9,1218.9,17.97K,0.52%
"Mar 15, 2017",1256.1,1245.0,1262.0,1241.3,15.84K,0.89%
"Mar 16, 2017",1169.0,1256.1,1259.7,1132.5,51.49K,-6.93%
"Mar 17, 2017",1068.4,1169.1,1169.6,1066.0,59.21K,-8.61%
"Mar 18, 2017",971.0,1067.8,1097.1,935.1,87.88K,-9.12%
"Mar 19, 2017",1016.1,971.9,1058.9,971.0,40.55K,4.64%
"Mar 20, 2017",1039.0,1016.5,1052.1,1011.2,20.53K,2.25%
"Mar 21, 2017",1115.0,1040.4,1120.9,1040.1,33.42K,7.31%
"Mar 22, 2017",1039.1,1115.9,1116.0,986.3,41.33K,-6.81%
"Mar 23, 2017",1033.0,1039.4,1055.0,1018.0,19.33K,-0.59%
"Mar 24, 2017",943.1,1032.7,1034.2,928.3,43.52K,-8.70%
"Mar 25, 2017",972.2,942.1,980.0,891.0,46.01K,3.08%
"Mar 26, 2017",969.0,971.3,1005.5,950.1,33.26K,-0.33%
"Mar 27, 2017",1042.7,968.9,1046.9,960.1,31.91K,7.61%
"Mar 28, 2017",1044.7,1042.8,1066.5,1016.8,25.25K,0.19%
"Mar 29, 2017",1041.8,1044.7,1058.9,1009.3,22.32K,-0.28%
"Mar 30, 2017",1041.0,1041.7,1053.5,1022.2,24.81K,-0.08%
"Mar 31, 2017",1081.7,1042.1,1089.4,1041.0,27.50K,3.91%
"Apr 01, 2017",1093.2,1081.3,1106.9,1070.2,17.00K,1.06%
"Apr 02, 2017",1107.6,1093.5,1118.2,1081.0,20.42K,1.32%
"Apr 03, 2017",1150.2,1107.8,1159.9,1107.8,30.42K,3.85%
"Apr 04, 2017",1145.0,1150.1,1161.9,1124.1,21.16K,-0.45%
"Apr 05, 2017",1140.6,1145.8,1146.7,1112.3,22.55K,-0.38%
"Apr 06, 2017",1191.5,1140.3,1206.4,1140.3,32.17K,4.46%
"Apr 07, 2017",1196.6,1191.5,1208.9,1176.7,20.44K,0.43%
"Apr 08, 2017",1188.1,1196.6,1202.6,1171.3,11.02K,-0.71%
"Apr 09, 2017",1215.9,1188.1,1226.9,1180.2,16.31K,2.34%
"Apr 10, 2017",1220.3,1215.9,1229.9,1208.1,11.55K,0.36%
"Apr 11, 2017",1235.6,1220.3,1243.4,1209.1,9.56K,1.25%
"Apr 12, 2017",1227.4,1236.9,1239.0,1221.0,12.01K,-0.66%
"Apr 13, 2017",1187.0,1227.4,1235.1,1163.5,19.14K,-3.29%
"Apr 14, 2017",1206.8,1187.0,1219.1,1184.0,12.32K,1.67%
"Apr 15, 2017",1193.3,1206.8,1215.0,1190.0,9.15K,-1.12%
"Apr 16, 2017",1212.0,1193.3,1217.6,1190.4,4.50K,1.57%
"Apr 17, 2017",1240.0,1212.5,1247.0,1202.2,15.15K,2.31%
"Apr 18, 2017",1265.4,1240.0,1274.8,1237.0,16.14K,2.05%
"Apr 19, 2017",1260.5,1265.4,1272.0,1255.0,7.58K,-0.39%
"Apr 20, 2017",1308.4,1260.5,1325.7,1260.1,15.62K,3.80%
"Apr 21, 2017",1325.6,1308.7,1333.1,1307.5,8.00K,1.31%
"Apr 22, 2017",1347.5,1327.1,1353.1,1290.1,12.37K,1.65%
"Apr 23, 2017",1355.2,1346.4,1359.0,1336.0,7.75K,0.57%
"Apr 24, 2017",1345.0,1355.3,1359.6,1326.9,7.91K,-0.75%
"Apr 25, 2017",1370.3,1345.0,1378.5,1342.1,8.27K,1.88%
"Apr 26, 2017",1399.3,1371.0,1411.7,1365.1,11.81K,2.12%
"Apr 27, 2017",1440.3,1399.3,1449.7,1392.5,10.40K,2.93%
"Apr 28, 2017",1415.6,1440.3,1447.0,1368.3,14.02K,-1.71%
"Apr 29, 2017",1423.6,1415.6,1436.6,1401.5,8.77K,0.57%
"Apr 30, 2017",1435.2,1425.4,1443.5,1403.3,8.52K,0.81%
"May 01, 2017",1533.1,1435.0,1560.0,1432.0,22.30K,6.82%
"May 02, 2017",1560.0,1533.0,1604.6,1479.2,16.73K,1.75%
"May 03, 2017",1617.8,1558.5,1626.9,1542.0,17.07K,3.71%
"May 04, 2017",1607.1,1619.4,1701.9,1521.1,31.49K,-0.66%
"May 05, 2017",1545.1,1607.2,1665.5,1511.7,32.64K,-3.86%
"May 06, 2017",1597.1,1545.1,1605.0,1545.0,14.02K,3.37%
"May 07, 2017",1619.9,1597.0,1631.3,1575.1,13.91K,1.43%
"May 08, 2017",1703.2,1619.8,1715.0,1618.9,19.91K,5.14%
"May 09, 2017",1760.0,1703.5,1813.9,1695.1,31.21K,3.33%
"May 10, 2017",1796.8,1759.8,1817.4,1722.3,18.62K,2.09%
"May 11, 2017",1853.9,1796.9,1908.0,1766.6,24.39K,3.18%
"May 12, 2017",1735.0,1853.9,1864.8,1700.8,21.40K,-6.41%
"May 13, 2017",1820.4,1735.0,1824.0,1666.0,16.60K,4.92%
"May 14, 2017",1828.1,1820.6,1852.4,1780.0,11.31K,0.42%
"May 15, 2017",1772.5,1826.8,1828.5,1720.0,15.76K,-3.04%
"May 16, 2017",1785.7,1772.0,1795.1,1728.0,9.86K,0.74%
"May 17, 2017",1870.0,1786.2,1892.9,1766.4,15.91K,4.72%
"May 18, 2017",1941.5,1870.0,1949.9,1861.0,12.91K,3.82%
"May 19, 2017",1966.5,1941.5,2000.0,1925.0,23.00K,1.29%
"May 20, 2017",2059.7,1966.5,2072.2,1963.6,21.69K,4.74%
"May 21, 2017",2029.2,2059.3,2099.1,2001.0,17.22K,-1.48%
"May 22, 2017",2085.5,2026.5,2219.9,1979.2,57.24K,2.77%
"May 23, 2017",2249.3,2087.5,2262.9,2060.0,22.49K,7.85%
"May 24, 2017",2394.8,2250.0,2443.8,2247.7,29.63K,6.47%
"May 25, 2017",2252.0,2392.6,2689.0,2142.1,55.10K,-5.96%
"May 26, 2017",2127.3,2268.1,2477.0,2008.7,39.76K,-5.54%
"May 27, 2017",1972.3,2125.9,2207.9,1810.0,47.12K,-7.29%
"May 28, 2017",2056.6,1980.0,2193.0,1955.5,25.78K,4.27%
"May 29, 2017",2207.4,2056.9,2249.8,1990.1,16.46K,7.33%
"May 30, 2017",2146.7,2207.4,2263.1,2080.4,21.45K,-2.75%
"May 31, 2017",2191.8,2147.3,2240.1,2002.1,21.24K,2.10%
"Jun 01, 2017",2311.6,2191.8,2366.7,2187.4,18.96K,5.46%
"Jun 02, 2017",2405.9,2312.0,2407.8,2271.9,12.55K,4.08%
"Jun 03, 2017",2461.0,2405.9,2481.0,2348.0,10.77K,2.29%
"Jun 04, 2017",2488.2,2461.6,2498.0,2376.4,11.88K,1.11%
"Jun 05, 2017",2636.2,2488.2,2637.5,2480.0,15.39K,5.95%
"Jun 06, 2017",2843.6,2636.9,2896.5,2620.0,42.68K,7.87%
"Jun 07, 2017",2642.6,2844.6,2850.0,2600.2,22.10K,-7.07%
"Jun 08, 2017",2782.1,2642.0,2789.3,2570.1,16.98K,5.28%
"Jun 09, 2017",2809.0,2781.5,2849.8,2769.6,9.52K,0.97%
"Jun 10, 2017",2806.0,2809.9,2890.5,2750.8,16.17K,-0.11%
"Jun 11, 2017",2936.3,2806.0,3000.0,2793.8,19.03K,4.64%
"Jun 12, 2017",2571.8,2941.8,2961.9,2298.2,48.34K,-12.41%
"Jun 13, 2017",2676.4,2570.0,2730.0,2532.6,23.18K,4.07%
"Jun 14, 2017",2395.0,2677.1,2720.0,2284.4,34.71K,-10.51%
"Jun 15, 2017",2377.4,2394.3,2455.0,2050.0,55.83K,-0.74%
"Jun 16, 2017",2437.0,2377.5,2480.0,2261.2,22.41K,2.51%
"Jun 17, 2017",2610.0,2435.5,2636.9,2368.7,16.64K,7.10%
"Jun 18, 2017",2491.5,2610.1,2635.0,2421.0,19.99K,-4.54%
"Jun 19, 2017",2580.8,2494.9,2592.7,2481.4,13.71K,3.58%
"Jun 20, 2017",2712.2,2585.0,2779.6,2568.2,20.56K,5.09%
"Jun 21, 2017",2621.2,2715.3,2760.0,2573.3,24.54K,-3.36%
"Jun 22, 2017",2672.8,2624.4,2709.0,2554.8,15.18K,1.97%
"Jun 23, 2017",2674.9,2672.8,2725.3,2652.8,8.14K,0.08%
"Jun 24, 2017",2502.6,2674.9,2700.0,2454.1,16.77K,-6.44%
"Jun 25, 2017",2477.7,2502.6,2595.0,2369.1,18.13K,-0.99%
"Jun 26, 2017",2394.6,2480.0,2510.4,2258.7,36.37K,-3.35%
"Jun 27, 2017",2521.2,2393.5,2524.0,2208.1,33.49K,5.29%
"Jun 28, 2017",2518.2,2521.3,2561.1,2403.2,21.83K,-0.12%
"Jun 29, 2017",2470.1,2518.2,2537.0,2424.1,12.96K,-1.91%
"Jun 30, 2017",2420.7,2472.4,2511.1,2406.6,10.40K,-2.00%
"Jul 01, 2017",2349.5,2420.6,2440.9,2291.0,15.08K,-2.94%
"Jul 02, 2017",2445.0,2346.2,2470.0,2302.0,12.03K,4.06%
"Jul 03, 2017",2524.0,2445.1,2584.0,2416.2,16.14K,3.23%
"Jul 04, 2017",2582.6,2525.9,2628.0,2512.4,15.75K,2.32%
"Jul 05, 2017",2598.5,2579.9,2617.6,2482.5,13.54K,0.62%
"Jul 06, 2017",2593.1,2598.6,2603.3,2546.0,9.83K,-0.21%
"Jul 07, 2017",2479.3,2593.2,2598.0,2447.0,17.68K,-4.39%
"Jul 08, 2017",2542.0,2479.3,2542.6,2436.8,9.69K,2.53%
"Jul 09, 2017",2478.0,2542.0,2555.6,2473.7,7.78K,-2.52%
"Jul 10, 2017",2318.3,2477.9,2498.1,2240.0,28.09K,-6.44%
"Jul 11, 2017",2282.1,2318.3,2372.8,2183.3,33.06K,-1.56%
"Jul 12, 2017",2374.4,2285.6,2394.0,2195.8,21.67K,4.04%
"Jul 13, 2017",2329.0,2375.6,2400.0,2293.8,18.42K,-1.91%
"Jul 14, 2017",2205.1,2329.4,2345.6,2138.0,27.74K,-5.32%
"Jul 15, 2017",1978.6,2206.5,2210.1,1975.7,41.76K,-10.27%
"Jul 16, 2017",1924.9,1979.7,2048.8,1835.8,53.02K,-2.71%
"Jul 17, 2017",2219.0,1925.0,2223.3,1924.1,40.48K,15.28%
"Jul 18, 2017",2302.1,2220.0,2380.2,2139.8,44.10K,3.74%
"Jul 19, 2017",2253.1,2302.2,2399.9,2214.2,35.81K,-2.13%
"Jul 20, 2017",2856.3,2253.3,2919.9,2253.3,83.44K,26.77%
"Jul 21, 2017",2664.0,2874.5,2874.5,2615.0,57.43K,-6.73%
"Jul 22, 2017",2845.7,2659.0,2912.9,2642.8,35.25K,6.82%
"Jul 23, 2017",2747.5,2845.7,2875.7,2656.2,35.18K,-3.45%
"Jul 24, 2017",2769.7,2750.1,2812.0,2707.3,20.71K,0.81%
"Jul 25, 2017",2560.9,2769.7,2790.1,2435.7,56.10K,-7.54%
"Jul 26, 2017",2525.7,2560.9,2612.0,2404.6,34.18K,-1.37%
"Jul 27, 2017",2664.9,2527.7,2682.2,2511.0,31.36K,5.51%
"Jul 28, 2017",2784.8,2664.6,2819.9,2655.5,40.54K,4.50%
"Jul 29, 2017",2714.1,2784.8,2794.2,2662.6,24.25K,-2.54%
"Jul 30, 2017",2749.0,2713.7,2756.2,2595.0,34.97K,1.29%
"Jul 31, 2017",2856.0,2748.9,2883.5,2694.8,27.56K,3.89%
"Aug 01, 2017",2731.2,2854.3,2901.6,2615.8,42.31K,-4.37%
"Aug 02, 2017",2702.0,2733.8,2757.8,2640.0,23.76K,-1.07%
"Aug 03, 2017",2790.3,2702.0,2813.0,2698.0,16.86K,3.27%
"Aug 04, 2017",2860.0,2790.3,2874.8,2762.6,18.99K,2.50%
"Aug 05, 2017",3256.4,2860.0,3331.9,2855.0,50.56K,13.86%
"Aug 06, 2017",3227.9,3255.0,3309.8,3156.0,16.95K,-0.88%
"Aug 07, 2017",3396.7,3232.5,3440.0,3190.0,24.54K,5.23%
"Aug 08, 2017",3415.0,3395.0,3482.9,3343.8,31.72K,0.54%
"Aug 09, 2017",3339.9,3415.0,3424.4,3236.8,26.25K,-2.20%
"Aug 10, 2017",3407.9,3340.2,3444.4,3310.0,19.13K,2.04%
"Aug 11, 2017",3644.1,3404.7,3690.6,3380.0,26.43K,6.93%
"Aug 12, 2017",3865.5,3643.4,3965.4,3590.0,37.66K,6.08%
"Aug 13, 2017",4053.3,3866.2,4183.7,3836.1,48.16K,4.86%
"Aug 14, 2017",4319.5,4061.6,4330.3,3969.3,34.22K,6.57%
"Aug 15, 2017",4151.9,4321.0,4430.0,3841.9,64.13K,-3.88%
"Aug 16, 2017",4386.3,4160.0,4403.6,3928.1,35.29K,5.65%
"Aug 17, 2017",4260.0,4386.4,4489.1,4178.1,40.30K,-2.88%
"Aug 18, 2017",4090.2,4269.7,4359.0,3957.0,46.80K,-3.99%
"Aug 19, 2017",4145.1,4088.2,4184.1,3920.0,41.77K,1.34%
"Aug 20, 2017",4064.3,4145.0,4192.0,4040.9,25.10K,-1.95%
"Aug 21, 2017",4002.5,4066.3,4093.5,3956.4,26.61K,-1.52%
"Aug 22, 2017",4074.0,3998.9,4140.0,3600.0,61.72K,1.79%
"Aug 23, 2017",4129.1,4086.9,4248.6,4055.9,27.49K,1.35%
"Aug 24, 2017",4325.2,4135.0,4370.8,4093.0,22.04K,4.75%
"Aug 25, 2017",4351.5,4324.1,4461.2,4277.4,27.76K,0.61%
"Aug 26, 2017",4341.7,4351.5,4364.0,4243.6,14.80K,-0.23%
"Aug 27, 2017",4331.8,4340.2,4405.7,4305.0,11.16K,-0.23%
"Aug 28, 2017",4383.8,4330.7,4395.2,4175.7,21.22K,1.20%
"Aug 29, 2017",4587.1,4385.1,4644.2,4336.7,32.70K,4.64%
"Aug 30, 2017",4569.0,4586.6,4641.1,4481.1,17.07K,-0.39%
"Aug 31, 2017",4718.2,4567.9,4749.9,4567.9,18.47K,3.27%
"Sep 01, 2017",4904.9,4718.3,4927.4,4660.7,28.71K,3.96%
"Sep 02, 2017",4534.4,4911.8,4969.0,4400.5,55.03K,-7.55%
"Sep 03, 2017",4595.0,4534.2,4699.8,4331.0,33.56K,1.34%
"Sep 04, 2017",4200.4,4599.2,4606.0,4056.5,59.08K,-8.59%
"Sep 05, 2017",4374.9,4210.6,4469.9,3900.1,57.73K,4.15%
"Sep 06, 2017",4589.1,4375.0,4631.4,4361.4,39.00K,4.90%
"Sep 07, 2017",4613.5,4594.6,4672.8,4465.3,23.13K,0.53%
"Sep 08, 2017",4305.8,4613.5,4686.2,4107.1,60.93K,-6.67%
"Sep 09, 2017",4317.9,4304.0,4381.2,4159.4,31.11K,0.28%
"Sep 10, 2017",4232.1,4315.4,4325.0,3975.8,45.87K,-1.99%
"Sep 11, 2017",4203.0,4234.9,4373.1,4123.0,30.90K,-0.69%
"Sep 12, 2017",4142.9,4198.9,4378.4,4055.5,40.04K,-1.43%
"Sep 13, 2017",3849.7,4149.4,4159.6,3734.0,71.51K,-7.08%
"Sep 14, 2017",3238.1,3850.2,3917.2,3206.2,127.51K,-15.89%
"Sep 15, 2017",3698.0,3237.4,3809.0,2981.0,183.11K,14.20%
"Sep 16, 2017",3685.4,3697.1,3874.0,3511.1,70.74K,-0.34%
"Sep 17, 2017",3666.3,3680.1,3775.9,3476.3,37.05K,-0.52%
"Sep 18, 2017",4084.1,3667.0,4113.9,3667.0,58.98K,11.40%
"Sep 19, 2017",3900.0,4084.4,4110.0,3836.2,47.77K,-4.51%
"Sep 20, 2017",3873.2,3892.2,4048.0,3834.1,33.21K,-0.69%
"Sep 21, 2017",3603.4,3875.5,3903.7,3564.4,56.98K,-6.97%
"Sep 22, 2017",3598.5,3597.3,3743.6,3493.5,49.24K,-0.14%
"Sep 23, 2017",3779.6,3598.7,3808.0,3559.1,25.64K,5.03%
"Sep 24, 2017",3652.8,3779.6,3781.3,3620.0,20.88K,-3.35%
"Sep 25, 2017",3930.0,3654.7,3977.0,3654.7,40.15K,7.59%
"Sep 26, 2017",3879.1,3930.0,3983.0,3850.9,21.41K,-1.30%
"Sep 27, 2017",4205.4,3881.6,4226.5,3878.1,48.62K,8.41%
"Sep 28, 2017",4190.0,4207.5,4268.6,4125.0,36.57K,-0.37%
"Sep 29, 2017",4169.9,4190.0,4244.6,4024.7,38.94K,-0.48%
"Sep 30, 2017",4367.0,4168.1,4393.4,4160.1,31.50K,4.73%
"Oct 01, 2017",4404.3,4366.6,4420.5,4257.7,29.23K,0.85%
"Oct 02, 2017",4400.1,4404.3,4482.0,4359.8,29.08K,-0.10%
"Oct 03, 2017",4311.1,4399.3,4439.9,4222.0,28.54K,-2.02%
"Oct 04, 2017",4215.1,4310.6,4353.8,4177.7,26.37K,-2.23%
"Oct 05, 2017",4315.4,4215.9,4364.6,4134.9,25.36K,2.38%
"Oct 06, 2017",4371.0,4312.6,4424.5,4294.0,25.94K,1.29%
"Oct 07, 2017",4436.0,4370.0,4477.1,4316.1,17.41K,1.49%
"Oct 08, 2017",4613.1,4435.9,4630.0,4417.6,29.86K,3.99%
"Oct 09, 2017",4782.3,4612.4,4874.9,4551.3,48.93K,3.67%
"Oct 10, 2017",4777.0,4782.3,4940.0,4717.5,42.68K,-0.11%
"Oct 11, 2017",4824.9,4777.7,4879.5,4715.0,28.92K,1.00%
"Oct 12, 2017",5428.5,4824.9,5437.6,4815.1,79.26K,12.51%
"Oct 13, 2017",5636.8,5440.0,5874.3,5376.0,99.15K,3.84%
"Oct 14, 2017",5835.0,5636.8,5854.3,5567.3,36.81K,3.52%
"Oct 15, 2017",5698.6,5838.7,5876.9,5450.0,57.34K,-2.34%
"Oct 16, 2017",5764.4,5712.2,5803.2,5570.4,31.41K,1.15%
"Oct 17, 2017",5597.1,5764.8,5779.0,5511.0,31.91K,-2.90%
"Oct 18, 2017",5565.0,5597.7,5597.9,5114.3,69.04K,-0.57%
"Oct 19, 2017",5694.0,5574.8,5741.0,5505.8,38.04K,2.32%
"Oct 20, 2017",5984.5,5694.0,6082.2,5606.4,61.78K,5.10%
"Oct 21, 2017",6005.1,5984.9,6190.0,5873.6,53.52K,0.34%
"Oct 22, 2017",5980.5,6005.1,6069.6,5717.9,50.58K,-0.41%
"Oct 23, 2017",5906.9,5980.5,6051.0,5639.8,67.06K,-1.23%
"Oct 24, 2017",5509.5,5902.5,5902.5,5457.5,64.03K,-6.73%
"Oct 25, 2017",5720.0,5509.9,5743.9,5367.9,44.80K,3.82%
"Oct 26, 2017",5890.0,5724.2,5966.6,5680.5,42.72K,2.97%
"Oct 27, 2017",5759.6,5890.0,6010.2,5681.2,39.71K,-2.21%
"Oct 28, 2017",5720.6,5759.8,5863.9,5634.7,26.66K,-0.68%
"Oct 29, 2017",6156.0,5718.1,6330.0,5662.9,61.92K,7.61%
"Oct 30, 2017",6125.3,6146.0,6237.2,6010.0,33.26K,-0.50%
"Oct 31, 2017",6458.3,6129.9,6472.1,6082.7,38.76K,5.44%
"Nov 01, 2017",6727.3,6450.2,6727.3,6348.0,57.13K,4.17%
"Nov 02, 2017",7019.9,6735.0,7315.1,6724.5,97.45K,4.35%
"Nov 03, 2017",7278.4,7018.9,7447.5,6926.5,64.15K,3.68%
"Nov 04, 2017",7369.0,7104.0,7521.1,6936.5,48.62K,1.24%
"Nov 05, 2017",7382.0,7370.9,7595.0,7272.0,46.29K,0.18%
"Nov 06, 2017",6955.0,7355.1,7429.5,6915.1,63.27K,-5.78%
"Nov 07, 2017",7103.3,6959.6,7214.4,6959.0,37.54K,2.13%
"Nov 08, 2017",7442.4,7102.0,7895.0,7029.9,97.30K,4.77%
"Nov 09, 2017",7126.2,7447.0,7447.0,7017.6,50.14K,-4.25%
"Nov 10, 2017",6542.2,7123.3,7313.1,6405.2,88.43K,-8.20%
"Nov 11, 2017",6300.7,6541.2,6788.0,6166.0,72.84K,-3.69%
"Nov 12, 2017",5822.1,6282.4,6465.0,5426.0,172.69K,-7.60%
"Nov 13, 2017",6474.6,5806.5,6680.0,5786.1,110.44K,11.21%
"Nov 14, 2017",6579.2,6476.5,6687.8,6315.4,49.52K,1.62%
"Nov 15, 2017",7278.3,6589.9,7310.2,6589.9,71.61K,10.63%
"Nov 16, 2017",7864.2,7273.7,8012.9,7099.9,85.88K,8.05%
"Nov 17, 2017",7677.9,7865.0,8029.8,7511.1,75.95K,-2.37%
"Nov 18, 2017",7773.3,7674.1,7867.0,7419.5,40.70K,1.24%
"Nov 19, 2017",8054.2,7770.6,8126.9,7652.0,39.13K,3.61%
"Nov 20, 2017",8245.1,8052.8,8310.2,7943.4,38.28K,2.37%
"Nov 21, 2017",8097.3,8245.1,8380.0,7790.0,71.85K,-1.79%
"Nov 22, 2017",8230.1,8097.3,8310.0,8064.3,28.86K,1.64%
"Nov 23, 2017",7977.1,8230.0,8267.6,7977.1,32.10K,-3.07%
"Nov 24, 2017",8191.6,7977.0,8350.7,7873.0,42.85K,2.69%
"Nov 25, 2017",8766.2,8191.6,8770.0,8132.9,44.25K,7.01%
"Nov 26, 2017",9316.0,8791.0,9495.0,8769.2,67.57K,6.27%
"Nov 27, 2017",9728.8,9303.9,9760.7,9268.9,66.66K,4.43%
"Nov 28, 2017",9898.0,9727.1,9977.8,9608.3,47.11K,1.74%
"Nov 29, 2017",9749.4,9891.9,11427.2,9001.1,182.74K,-1.50%
"Nov 30, 2017",9907.0,9771.9,10540.0,8821.0,129.07K,1.62%
"Dec 01, 2017",10869.0,9907.0,10949.0,9370.1,84.14K,9.71%
"Dec 02, 2017",10881.0,10852.0,11187.0,10627.0,49.71K,0.11%
"Dec 03, 2017",11157.0,10880.0,11842.0,10299.0,93.06K,2.54%
"Dec 04, 2017",11595.0,11162.0,11598.0,10788.0,63.74K,3.93%
"Dec 05, 2017",11595.0,11611.0,11949.0,11414.0,48.94K,0.00%
"Dec 06, 2017",13527.0,11590.0,13598.0,11590.0,83.59K,16.66%
"Dec 07, 2017",16601.0,13500.0,16639.0,13154.0,141.26K,22.72%
"Dec 08, 2017",15869.0,16608.0,17160.0,13774.0,124.11K,-4.41%
"Dec 09, 2017",14660.0,15829.0,16300.0,13021.0,77.82K,-7.62%
"Dec 10, 2017",14997.0,14660.0,15728.0,12748.0,107.05K,2.30%
"Dec 11, 2017",16754.0,14937.0,17443.0,14937.0,78.09K,11.72%
"Dec 12, 2017",16967.0,16754.0,17500.0,16234.0,52.09K,1.27%
"Dec 13, 2017",16181.0,17010.0,17288.0,15674.0,62.88K,-4.63%
"Dec 14, 2017",16383.0,16122.0,16999.0,15870.0,45.72K,1.25%
